"","realtime","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","Light"
"1300",1274,"","","","","","","","","","","","",""
"1301",1275,"","","","","","","","","","","","",""
"1302",1276,"","","","","","","","","","","","",""
"1303",1277,"","","","","","","","","","","","",""
"1304",1278,"e,d","","","","","","","","","","","",""
"1305",1279,"e,d","","","","","","","","","","","",""
"1306",1280,"e","","","e","","","","","","","","",""
"1307",1281,"e","","","e","","","","","","","","",""
"1308",1282,"e,d","","","e","","","","","","","","",""
"1309",1283,"e","","","e","","","","","","","","",""
"1310",1284,"","e","","e","","","","","","","","",""
"1311",1285,"","e","","e","","","","","","","","",""
"1312",1286,"","e","","","","","","","","","","",""
"1313",1287,"","e","","","","","","","","","","",""
"1314",1288,"","e","","","","","","","","","","",""
"1315",1289,"","","","","","","","","","","","",""
"1316",1290,"","","","","","","","","","","","",""
"1317",1291,"","e,d","","","","","","","","","","",""
"1318",1292,"","e","","","","","","","","","","",""
"1319",1293,"","e","","e","","","","","","","","",""
"1320",1294,"","e","","e","","","","","","","","",""
"1321",1295,"","e","","e","","","","","","","","",""
"1322",1296,"","","","e","","","","","","","","",""
"1323",1297,"","","","","","","","","","","","",""
"1324",1298,"","","","e","","","","","","","","",""
"1325",1299,"","","","e","","","","","","","","",""
"1326",1300,"","","","e","","","","","","","","",""
"1327",1301,"","","","e","","","","","","","","",""
"1328",1302,"","e","","e","","","","","","","","",""
"1329",1303,"","e","","e","","","","","","","","e",""
"1330",1304,"","","","","","","","","","","","e",""
"1331",1305,"","","","","","","","","","","","e",""
"1332",1306,"","e","","","","","","","","","","",""
"1333",1307,"","e","","","","","","","","","","",""
"1334",1308,"","e","","","","","","","","","","",""
"1335",1309,"","e,d","","","","","","","","","","",""
"1336",1310,"","e,d","","","","","","","","","","",""
"1337",1311,"","e","","","","","","","","","","",""
"1338",1312,"","","","","","","","","","","","",""
"1339",1313,"","","","","","","","","","","","",""
"1340",1314,"","","","","","","","","","","","",""
"1341",1315,"","","","","","","","","","","","",""
"1342",1316,"","","","","","","","","","","","",""
"1343",1317,"","","","","","","","","","","","",""
"1344",1318,"","","","","","","","","e","","","",""
"1345",1319,"","","","","","","","","e","","","",""
"1346",1320,"","","","","","","","","e","","","",""
"1347",1321,"","d","","","","","","","e","","","",""
"1348",1322,"","","","","","","","e","e","","","",""
"1349",1323,"","","","","","","","e","e","","","",""
"1350",1324,"","","","","","","","","e","","","",""
"1351",1325,"","","","","","","","e","e","","","",""
"1352",1326,"","e","","","","","","e","","","","",""
"1353",1327,"","e","","","","","","e","","","","",""
"1354",1328,"","e","","","","","","e","","","","",""
"1355",1329,"","e,d","","","","","","","","","","",""
"1356",1330,"","e","","","","","","","","","","",""
"1357",1331,"","e","","","","","","e","e","","","e",""
"1358",1332,"","e","","","","","","e","","","","e",""
"1359",1333,"","e","","","","","","","e","","","d",""
"1360",1334,"","e","","","","","","e,d","e","","","",""
"1361",1335,"","e,d","","","","","","e","","","","",""
"1362",1336,"","e","","","","","","e","","","","",""
"1363",1337,"","e","","","","d","","e","","","","",""
"1364",1338,"","e","","","","","","e","","","","",""
"1365",1339,"","e","","","","","","","","","","",""
"1366",1340,"","e,d","","","","","","","","","","",""
"1367",1341,"","","","","","","","","","","","",""
"1368",1342,"","","","","","","","","","","","",""
"1369",1417,"","",NA,"","","","","","","e","","",""
"1370",1418,"","",NA,"","","","","","","","","",""
"1371",1419,"","",NA,"","","","","","","","","",""
"1372",1420,"","",NA,"","","","","","","","","",""
"1373",1421,"","",NA,"","","","","","","","","",""
"1374",1422,"","",NA,"","","","","","","","","",""
"1375",1423,"","",NA,"","","","","","","","","",""
"1376",1424,"","",NA,"","","","e","","e","","","",""
"1377",1425,"","",NA,"","","","","e,d","e","","","",""
"1378",1426,"","",NA,"","","","","e","","","","",""
"1379",1427,"","",NA,"","","","","e,d","","","","",""
"1380",1428,"","",NA,"","","","","","","","","",""
"1381",1429,"e","",NA,"","","","e","","","","","",""
"1382",1430,"e","",NA,"","","","","","","","","",""
"1383",1431,"","",NA,"","","","e","","","","","",""
"1384",1432,"","",NA,"","","","e","","","","","",""
"1385",1433,"","",NA,"","","","","","","","","",""
"1386",1434,"","",NA,"e,d","","e","","","","","","",""
"1387",1435,"","",NA,"","","e","","","","","","",""
"1388",1436,"","",NA,"","","e","","","","","","",""
"1389",1437,"","",NA,"","","","","","","","","",""
"1390",1438,"","",NA,"","","","","","","","","",""
"1391",1439,"","",NA,"","","","","","","","","",""
"1392",1440,"","",NA,"","","","","","","","","","off"
