"realtime","endtime","eating","drinking","cohort","day","mouse"
783,784,0,0,37,1,9
784,785,0,0,37,1,1
784,785,0,0,37,1,10
784,785,0,0,37,1,11
784,785,0,0,37,1,12
784,785,0,0,37,1,2
784,785,0,0,37,1,3
784,785,0,0,37,1,4
784,785,0,0,37,1,5
784,785,0,0,37,1,6
784,785,0,0,37,1,7
784,785,0,0,37,1,8
784,785,0,0,37,1,9
785,786,0,0,37,1,1
785,786,0,0,37,1,10
785,786,0,0,37,1,11
785,786,0,0,37,1,12
785,786,0,0,37,1,2
785,786,0,0,37,1,3
785,786,0,0,37,1,4
785,786,0,0,37,1,5
785,786,0,0,37,1,6
785,786,0,0,37,1,7
785,786,0,0,37,1,8
785,786,0,0,37,1,9
786,787,0,0,37,1,1
786,787,0,0,37,1,10
786,787,0,0,37,1,11
786,787,0,0,37,1,12
786,787,0,0,37,1,2
786,787,0,0,37,1,3
786,787,0,0,37,1,4
786,787,0,0,37,1,5
786,787,0,0,37,1,6
786,787,0,0,37,1,7
786,787,0,1,37,1,8
786,787,0,0,37,1,9
787,788,0,0,37,1,1
787,788,0,0,37,1,10
787,788,0,0,37,1,11
787,788,0,0,37,1,12
787,788,0,0,37,1,2
787,788,0,0,37,1,3
787,788,0,0,37,1,4
787,788,0,0,37,1,5
787,788,0,0,37,1,6
787,788,0,0,37,1,7
787,788,0,0,37,1,8
787,788,0,0,37,1,9
788,789,0,0,37,1,1
788,789,0,0,37,1,10
788,789,0,0,37,1,11
788,789,0,0,37,1,12
788,789,0,1,37,1,2
788,789,0,0,37,1,3
788,789,0,0,37,1,4
788,789,0,0,37,1,5
788,789,0,0,37,1,6
788,789,0,0,37,1,7
788,789,0,0,37,1,8
788,789,0,0,37,1,9
789,790,0,0,37,1,1
789,790,0,0,37,1,10
789,790,0,0,37,1,11
789,790,0,0,37,1,12
789,790,0,0,37,1,2
789,790,0,0,37,1,3
789,790,0,0,37,1,4
789,790,0,0,37,1,5
789,790,0,0,37,1,6
789,790,0,0,37,1,7
789,790,0,0,37,1,8
789,790,0,0,37,1,9
790,791,0,0,37,1,1
790,791,0,0,37,1,10
790,791,0,0,37,1,11
790,791,0,0,37,1,12
790,791,0,0,37,1,2
790,791,0,0,37,1,3
790,791,0,0,37,1,4
790,791,0,0,37,1,5
790,791,0,0,37,1,6
790,791,0,0,37,1,7
790,791,1,0,37,1,8
790,791,0,0,37,1,9
791,792,0,0,37,1,1
791,792,0,0,37,1,10
791,792,0,0,37,1,11
791,792,0,0,37,1,12
791,792,0,0,37,1,2
791,792,0,0,37,1,3
791,792,0,0,37,1,4
791,792,0,0,37,1,5
791,792,0,0,37,1,6
791,792,0,0,37,1,7
791,792,1,0,37,1,8
791,792,0,0,37,1,9
792,793,0,0,37,1,1
792,793,0,1,37,1,10
792,793,0,0,37,1,11
792,793,0,0,37,1,12
792,793,0,0,37,1,2
792,793,0,0,37,1,3
792,793,0,0,37,1,4
792,793,0,0,37,1,5
792,793,0,0,37,1,6
792,793,0,0,37,1,7
792,793,0,0,37,1,8
792,793,0,0,37,1,9
793,794,0,0,37,1,1
793,794,0,1,37,1,10
793,794,0,0,37,1,11
793,794,0,0,37,1,12
793,794,0,0,37,1,2
793,794,0,0,37,1,3
793,794,0,0,37,1,4
793,794,0,0,37,1,5
793,794,0,0,37,1,6
793,794,0,0,37,1,7
793,794,0,1,37,1,8
793,794,0,0,37,1,9
794,795,0,0,37,1,1
794,795,0,0,37,1,10
794,795,0,0,37,1,11
794,795,0,0,37,1,12
794,795,0,0,37,1,2
794,795,0,0,37,1,3
794,795,0,0,37,1,4
794,795,0,0,37,1,5
794,795,0,0,37,1,6
794,795,0,0,37,1,7
794,795,0,0,37,1,8
794,795,0,0,37,1,9
795,796,0,0,37,1,1
795,796,0,1,37,1,10
795,796,0,0,37,1,11
795,796,0,0,37,1,12
795,796,0,0,37,1,2
795,796,0,0,37,1,3
795,796,0,0,37,1,4
795,796,0,0,37,1,5
795,796,0,0,37,1,6
795,796,0,0,37,1,7
795,796,0,0,37,1,8
795,796,0,0,37,1,9
796,797,0,0,37,1,1
796,797,0,0,37,1,10
796,797,0,0,37,1,11
796,797,0,0,37,1,12
796,797,0,0,37,1,2
796,797,0,0,37,1,3
796,797,0,0,37,1,4
796,797,0,0,37,1,5
796,797,0,0,37,1,6
796,797,0,0,37,1,7
796,797,0,0,37,1,8
796,797,0,0,37,1,9
797,798,0,0,37,1,1
797,798,0,0,37,1,10
797,798,0,0,37,1,11
797,798,0,0,37,1,12
797,798,0,0,37,1,2
797,798,0,0,37,1,3
797,798,0,0,37,1,4
797,798,0,0,37,1,5
797,798,0,0,37,1,6
797,798,0,0,37,1,7
797,798,0,0,37,1,8
797,798,0,0,37,1,9
798,799,0,0,37,1,1
798,799,0,0,37,1,10
798,799,0,0,37,1,11
798,799,0,0,37,1,12
798,799,0,1,37,1,2
798,799,0,0,37,1,3
798,799,0,0,37,1,4
798,799,0,0,37,1,5
798,799,0,0,37,1,6
798,799,0,0,37,1,7
798,799,0,0,37,1,8
798,799,0,0,37,1,9
799,800,0,0,37,1,1
799,800,0,0,37,1,10
799,800,0,0,37,1,11
799,800,0,0,37,1,12
799,800,1,0,37,1,2
799,800,0,0,37,1,3
799,800,0,0,37,1,4
799,800,0,0,37,1,5
799,800,0,0,37,1,6
799,800,0,0,37,1,7
799,800,0,0,37,1,8
799,800,0,0,37,1,9
800,801,0,0,37,1,1
800,801,0,0,37,1,10
800,801,0,0,37,1,11
800,801,0,0,37,1,12
800,801,1,0,37,1,2
800,801,0,0,37,1,3
800,801,0,0,37,1,4
800,801,0,0,37,1,5
800,801,0,0,37,1,6
800,801,0,0,37,1,7
800,801,0,0,37,1,8
800,801,0,0,37,1,9
801,802,0,0,37,1,1
801,802,0,0,37,1,10
801,802,0,0,37,1,11
801,802,0,0,37,1,12
801,802,1,0,37,1,2
801,802,0,0,37,1,3
801,802,0,0,37,1,4
801,802,0,0,37,1,5
801,802,0,0,37,1,6
801,802,0,0,37,1,7
801,802,1,0,37,1,8
801,802,0,0,37,1,9
802,803,0,0,37,1,1
802,803,0,0,37,1,10
802,803,0,0,37,1,11
802,803,0,0,37,1,12
802,803,0,0,37,1,2
802,803,0,0,37,1,3
802,803,0,0,37,1,4
802,803,0,0,37,1,5
802,803,0,0,37,1,6
802,803,0,0,37,1,7
802,803,1,1,37,1,8
802,803,0,0,37,1,9
803,804,0,0,37,1,1
803,804,0,1,37,1,10
803,804,0,0,37,1,11
803,804,0,0,37,1,12
803,804,0,0,37,1,2
803,804,0,0,37,1,3
803,804,0,0,37,1,4
803,804,0,0,37,1,5
803,804,0,0,37,1,6
803,804,0,0,37,1,7
803,804,1,1,37,1,8
803,804,0,0,37,1,9
804,805,0,0,37,1,1
804,805,1,0,37,1,10
804,805,0,0,37,1,11
804,805,0,0,37,1,12
804,805,0,0,37,1,2
804,805,0,0,37,1,3
804,805,0,0,37,1,4
804,805,0,0,37,1,5
804,805,0,0,37,1,6
804,805,0,0,37,1,7
804,805,0,0,37,1,8
804,805,0,0,37,1,9
805,806,0,0,37,1,1
805,806,1,0,37,1,10
805,806,0,0,37,1,11
805,806,0,0,37,1,12
805,806,0,0,37,1,2
805,806,0,0,37,1,3
805,806,0,0,37,1,4
805,806,0,0,37,1,5
805,806,0,0,37,1,6
805,806,0,0,37,1,7
805,806,0,0,37,1,8
805,806,0,0,37,1,9
806,807,0,0,37,1,1
806,807,0,0,37,1,10
806,807,0,0,37,1,11
806,807,0,0,37,1,12
806,807,0,0,37,1,2
806,807,0,0,37,1,3
806,807,0,0,37,1,4
806,807,0,0,37,1,5
806,807,0,0,37,1,6
806,807,0,0,37,1,7
806,807,0,0,37,1,8
806,807,0,0,37,1,9
807,808,0,0,37,1,1
807,808,0,0,37,1,10
807,808,0,0,37,1,11
807,808,0,0,37,1,12
807,808,0,0,37,1,2
807,808,0,0,37,1,3
807,808,0,0,37,1,4
807,808,0,0,37,1,5
807,808,0,0,37,1,6
807,808,0,1,37,1,7
807,808,0,0,37,1,8
807,808,0,0,37,1,9
808,809,0,0,37,1,1
808,809,0,0,37,1,10
808,809,0,0,37,1,11
808,809,0,0,37,1,12
808,809,0,0,37,1,2
808,809,0,0,37,1,3
808,809,0,0,37,1,4
808,809,0,0,37,1,5
808,809,0,0,37,1,6
808,809,0,1,37,1,7
808,809,0,0,37,1,8
808,809,0,0,37,1,9
809,810,0,0,37,1,1
809,810,0,0,37,1,10
809,810,0,0,37,1,11
809,810,0,0,37,1,12
809,810,0,1,37,1,2
809,810,0,0,37,1,3
809,810,0,0,37,1,4
809,810,0,0,37,1,5
809,810,0,0,37,1,6
809,810,0,0,37,1,7
809,810,1,0,37,1,8
809,810,0,0,37,1,9
810,811,0,0,37,1,1
810,811,0,0,37,1,10
810,811,0,0,37,1,11
810,811,0,0,37,1,12
810,811,0,0,37,1,2
810,811,0,0,37,1,3
810,811,0,0,37,1,4
810,811,0,0,37,1,5
810,811,0,0,37,1,6
810,811,0,0,37,1,7
810,811,0,0,37,1,8
810,811,0,0,37,1,9
811,812,0,0,37,1,1
811,812,0,0,37,1,10
811,812,0,0,37,1,11
811,812,0,0,37,1,12
811,812,1,0,37,1,2
811,812,0,0,37,1,3
811,812,0,0,37,1,4
811,812,0,0,37,1,5
811,812,0,0,37,1,6
811,812,0,0,37,1,7
811,812,0,0,37,1,8
811,812,0,0,37,1,9
812,813,0,0,37,1,1
812,813,0,1,37,1,10
812,813,0,0,37,1,11
812,813,0,0,37,1,12
812,813,0,0,37,1,2
812,813,0,0,37,1,3
812,813,0,0,37,1,4
812,813,0,0,37,1,5
812,813,0,0,37,1,6
812,813,0,1,37,1,7
812,813,0,0,37,1,8
812,813,0,0,37,1,9
813,814,0,0,37,1,1
813,814,0,0,37,1,10
813,814,0,0,37,1,11
813,814,0,0,37,1,12
813,814,0,0,37,1,2
813,814,0,0,37,1,3
813,814,0,0,37,1,4
813,814,0,0,37,1,5
813,814,0,0,37,1,6
813,814,0,1,37,1,7
813,814,0,0,37,1,8
813,814,0,0,37,1,9
814,815,0,0,37,1,1
814,815,0,0,37,1,10
814,815,0,0,37,1,11
814,815,0,0,37,1,12
814,815,0,0,37,1,2
814,815,0,0,37,1,3
814,815,0,0,37,1,4
814,815,0,0,37,1,5
814,815,0,0,37,1,6
814,815,0,0,37,1,7
814,815,0,0,37,1,8
814,815,0,0,37,1,9
815,816,0,0,37,1,1
815,816,0,0,37,1,10
815,816,0,0,37,1,11
815,816,0,0,37,1,12
815,816,0,0,37,1,2
815,816,0,0,37,1,3
815,816,0,0,37,1,4
815,816,0,0,37,1,5
815,816,0,0,37,1,6
815,816,0,0,37,1,7
815,816,0,0,37,1,8
815,816,0,0,37,1,9
816,817,0,0,37,1,1
816,817,1,0,37,1,10
816,817,0,0,37,1,11
816,817,0,0,37,1,12
816,817,0,1,37,1,2
816,817,0,0,37,1,3
816,817,0,0,37,1,4
816,817,0,0,37,1,5
816,817,0,0,37,1,6
816,817,0,0,37,1,7
816,817,0,0,37,1,8
816,817,0,0,37,1,9
817,818,0,0,37,1,1
817,818,1,0,37,1,10
817,818,0,0,37,1,11
817,818,0,0,37,1,12
817,818,1,0,37,1,2
817,818,0,0,37,1,3
817,818,0,0,37,1,4
817,818,0,0,37,1,5
817,818,0,0,37,1,6
817,818,1,0,37,1,7
817,818,0,0,37,1,8
817,818,0,0,37,1,9
818,819,0,0,37,1,1
818,819,1,0,37,1,10
818,819,0,0,37,1,11
818,819,0,0,37,1,12
818,819,1,0,37,1,2
818,819,0,0,37,1,3
818,819,0,0,37,1,4
818,819,0,0,37,1,5
818,819,0,0,37,1,6
818,819,1,0,37,1,7
818,819,0,0,37,1,8
818,819,0,0,37,1,9
819,820,0,0,37,1,1
819,820,1,0,37,1,10
819,820,0,0,37,1,11
819,820,0,0,37,1,12
819,820,1,1,37,1,2
819,820,0,0,37,1,3
819,820,0,0,37,1,4
819,820,0,0,37,1,5
819,820,0,0,37,1,6
819,820,1,0,37,1,7
819,820,1,0,37,1,8
819,820,0,0,37,1,9
820,821,0,0,37,1,1
820,821,0,0,37,1,10
820,821,0,0,37,1,11
820,821,0,0,37,1,12
820,821,1,1,37,1,2
820,821,0,0,37,1,3
820,821,0,0,37,1,4
820,821,0,0,37,1,5
820,821,0,0,37,1,6
820,821,0,0,37,1,7
820,821,1,0,37,1,8
820,821,0,0,37,1,9
821,822,0,0,37,1,1
821,822,1,0,37,1,10
821,822,0,0,37,1,11
821,822,0,0,37,1,12
821,822,0,0,37,1,2
821,822,0,0,37,1,3
821,822,0,0,37,1,4
821,822,0,0,37,1,5
821,822,0,0,37,1,6
821,822,1,0,37,1,7
821,822,1,0,37,1,8
821,822,0,0,37,1,9
822,823,0,0,37,1,1
822,823,1,0,37,1,10
822,823,0,0,37,1,11
822,823,0,1,37,1,12
822,823,0,0,37,1,2
822,823,0,0,37,1,3
822,823,0,0,37,1,4
822,823,0,0,37,1,5
822,823,0,0,37,1,6
822,823,0,0,37,1,7
822,823,1,0,37,1,8
822,823,0,0,37,1,9
823,824,0,0,37,1,1
823,824,1,0,37,1,10
823,824,0,0,37,1,11
823,824,0,1,37,1,12
823,824,0,0,37,1,2
823,824,0,0,37,1,3
823,824,0,0,37,1,4
823,824,0,0,37,1,5
823,824,0,0,37,1,6
823,824,1,0,37,1,7
823,824,0,0,37,1,8
823,824,0,0,37,1,9
824,825,0,0,37,1,1
824,825,0,0,37,1,10
824,825,0,0,37,1,11
824,825,0,1,37,1,12
824,825,0,0,37,1,2
824,825,0,0,37,1,3
824,825,0,0,37,1,4
824,825,0,0,37,1,5
824,825,0,0,37,1,6
824,825,1,0,37,1,7
824,825,0,0,37,1,8
824,825,0,0,37,1,9
825,826,0,0,37,1,1
825,826,0,0,37,1,10
825,826,0,0,37,1,11
825,826,1,1,37,1,12
825,826,0,0,37,1,2
825,826,0,0,37,1,3
825,826,0,0,37,1,4
825,826,0,0,37,1,5
825,826,0,0,37,1,6
825,826,0,0,37,1,7
825,826,0,0,37,1,8
825,826,0,0,37,1,9
826,827,0,0,37,1,1
826,827,1,0,37,1,10
826,827,0,0,37,1,11
826,827,1,1,37,1,12
826,827,0,0,37,1,2
826,827,0,0,37,1,3
826,827,0,0,37,1,4
826,827,0,0,37,1,5
826,827,0,0,37,1,6
826,827,1,0,37,1,7
826,827,0,0,37,1,8
826,827,0,0,37,1,9
827,828,0,0,37,1,1
827,828,1,0,37,1,10
827,828,0,0,37,1,11
827,828,1,0,37,1,12
827,828,0,0,37,1,2
827,828,0,0,37,1,3
827,828,0,0,37,1,4
827,828,0,0,37,1,5
827,828,0,0,37,1,6
827,828,1,0,37,1,7
827,828,0,0,37,1,8
827,828,0,0,37,1,9
828,829,0,0,37,1,1
828,829,1,0,37,1,10
828,829,0,0,37,1,11
828,829,1,0,37,1,12
828,829,0,0,37,1,2
828,829,0,0,37,1,3
828,829,0,0,37,1,4
828,829,0,0,37,1,5
828,829,0,0,37,1,6
828,829,0,0,37,1,7
828,829,0,0,37,1,8
828,829,0,0,37,1,9
829,830,0,0,37,1,1
829,830,0,0,37,1,10
829,830,0,0,37,1,11
829,830,1,0,37,1,12
829,830,0,0,37,1,2
829,830,0,0,37,1,3
829,830,0,0,37,1,4
829,830,0,0,37,1,5
829,830,0,0,37,1,6
829,830,0,0,37,1,7
829,830,0,0,37,1,8
829,830,0,0,37,1,9
830,831,0,0,37,1,1
830,831,0,0,37,1,10
830,831,0,0,37,1,11
830,831,1,0,37,1,12
830,831,0,0,37,1,2
830,831,0,0,37,1,3
830,831,0,0,37,1,4
830,831,0,0,37,1,5
830,831,0,0,37,1,6
830,831,0,0,37,1,7
830,831,0,0,37,1,8
830,831,0,0,37,1,9
831,832,0,0,37,1,1
831,832,0,0,37,1,10
831,832,0,0,37,1,11
831,832,1,0,37,1,12
831,832,0,0,37,1,2
831,832,0,0,37,1,3
831,832,0,0,37,1,4
831,832,0,0,37,1,5
831,832,0,0,37,1,6
831,832,0,0,37,1,7
831,832,0,0,37,1,8
831,832,0,0,37,1,9
832,833,0,0,37,1,1
832,833,0,0,37,1,10
832,833,0,0,37,1,11
832,833,0,1,37,1,12
832,833,0,0,37,1,2
832,833,0,0,37,1,3
832,833,0,0,37,1,4
832,833,0,0,37,1,5
832,833,0,0,37,1,6
832,833,0,0,37,1,7
832,833,0,0,37,1,8
832,833,0,0,37,1,9
833,834,0,0,37,1,1
833,834,0,0,37,1,10
833,834,0,0,37,1,11
833,834,1,0,37,1,12
833,834,0,0,37,1,2
833,834,0,0,37,1,3
833,834,0,0,37,1,4
833,834,0,0,37,1,5
833,834,0,0,37,1,6
833,834,0,0,37,1,7
833,834,0,0,37,1,8
833,834,0,0,37,1,9
834,835,0,0,37,1,1
834,835,0,0,37,1,10
834,835,0,0,37,1,11
834,835,1,0,37,1,12
834,835,1,0,37,1,2
834,835,0,0,37,1,3
834,835,0,0,37,1,4
834,835,0,0,37,1,5
834,835,0,0,37,1,6
834,835,0,0,37,1,7
834,835,0,0,37,1,8
834,835,0,0,37,1,9
835,836,0,0,37,1,1
835,836,0,0,37,1,10
835,836,0,0,37,1,11
835,836,1,0,37,1,12
835,836,0,0,37,1,2
835,836,0,0,37,1,3
835,836,0,0,37,1,4
835,836,0,0,37,1,5
835,836,0,0,37,1,6
835,836,0,0,37,1,7
835,836,0,0,37,1,8
835,836,0,0,37,1,9
836,837,0,0,37,1,1
836,837,0,0,37,1,10
836,837,0,0,37,1,11
836,837,1,0,37,1,12
836,837,0,0,37,1,2
836,837,0,0,37,1,3
836,837,0,0,37,1,4
836,837,0,0,37,1,5
836,837,0,0,37,1,6
836,837,0,0,37,1,7
836,837,0,0,37,1,8
836,837,0,0,37,1,9
837,838,0,0,37,1,1
837,838,0,0,37,1,10
837,838,0,0,37,1,11
837,838,0,0,37,1,12
837,838,0,0,37,1,2
837,838,0,0,37,1,3
837,838,0,0,37,1,4
837,838,0,0,37,1,5
837,838,0,0,37,1,6
837,838,0,0,37,1,7
837,838,0,0,37,1,8
837,838,0,0,37,1,9
838,839,0,0,37,1,1
838,839,0,0,37,1,10
838,839,0,0,37,1,11
838,839,0,0,37,1,12
838,839,0,0,37,1,2
838,839,0,0,37,1,3
838,839,0,0,37,1,4
838,839,0,0,37,1,5
838,839,0,0,37,1,6
838,839,0,0,37,1,7
838,839,0,0,37,1,8
838,839,0,0,37,1,9
839,840,0,0,37,1,1
839,840,0,0,37,1,10
839,840,0,0,37,1,11
839,840,0,0,37,1,12
839,840,2,1,37,1,2
839,840,0,0,37,1,3
839,840,0,0,37,1,4
839,840,0,0,37,1,5
839,840,0,0,37,1,6
839,840,0,0,37,1,7
839,840,0,0,37,1,8
839,840,0,0,37,1,9
840,841,0,0,37,1,1
840,841,1,0,37,1,10
840,841,0,0,37,1,11
840,841,0,0,37,1,12
840,841,2,0,37,1,2
840,841,0,0,37,1,3
840,841,0,0,37,1,4
840,841,0,0,37,1,5
840,841,0,0,37,1,6
840,841,0,0,37,1,7
840,841,0,0,37,1,8
840,841,0,0,37,1,9
841,842,0,0,37,1,1
841,842,1,0,37,1,10
841,842,0,0,37,1,11
841,842,0,0,37,1,12
841,842,1,0,37,1,2
841,842,0,0,37,1,3
841,842,0,0,37,1,4
841,842,0,0,37,1,5
841,842,0,0,37,1,6
841,842,0,0,37,1,7
841,842,0,0,37,1,8
841,842,0,0,37,1,9
842,843,0,0,37,1,1
842,843,1,0,37,1,10
842,843,0,0,37,1,11
842,843,0,0,37,1,12
842,843,1,0,37,1,2
842,843,0,0,37,1,3
842,843,0,0,37,1,4
842,843,0,0,37,1,5
842,843,0,0,37,1,6
842,843,0,0,37,1,7
842,843,0,0,37,1,8
842,843,0,0,37,1,9
843,844,0,0,37,1,1
843,844,1,0,37,1,10
843,844,0,0,37,1,11
843,844,0,0,37,1,12
843,844,0,1,37,1,2
843,844,0,0,37,1,3
843,844,0,0,37,1,4
843,844,0,0,37,1,5
843,844,0,0,37,1,6
843,844,0,0,37,1,7
843,844,0,0,37,1,8
843,844,0,0,37,1,9
844,845,0,0,37,1,1
844,845,0,0,37,1,10
844,845,0,0,37,1,11
844,845,0,0,37,1,12
844,845,0,0,37,1,2
844,845,0,0,37,1,3
844,845,0,0,37,1,4
844,845,0,0,37,1,5
844,845,0,0,37,1,6
844,845,0,0,37,1,7
844,845,0,0,37,1,8
844,845,0,0,37,1,9
845,846,0,0,37,1,1
845,846,0,0,37,1,10
845,846,0,0,37,1,11
845,846,1,0,37,1,12
845,846,0,0,37,1,2
845,846,0,0,37,1,3
845,846,0,0,37,1,4
845,846,0,0,37,1,5
845,846,0,0,37,1,6
845,846,0,0,37,1,7
845,846,0,0,37,1,8
845,846,0,0,37,1,9
846,847,0,0,37,1,1
846,847,1,0,37,1,10
846,847,0,0,37,1,11
846,847,0,0,37,1,12
846,847,0,0,37,1,2
846,847,0,0,37,1,3
846,847,0,0,37,1,4
846,847,0,0,37,1,5
846,847,0,0,37,1,6
846,847,0,0,37,1,7
846,847,0,0,37,1,8
846,847,0,0,37,1,9
847,848,0,0,37,1,1
847,848,1,0,37,1,10
847,848,0,0,37,1,11
847,848,0,0,37,1,12
847,848,0,0,37,1,2
847,848,0,0,37,1,3
847,848,0,0,37,1,4
847,848,0,0,37,1,5
847,848,0,0,37,1,6
847,848,0,0,37,1,7
847,848,0,0,37,1,8
847,848,0,0,37,1,9
848,849,0,0,37,1,1
848,849,1,0,37,1,10
848,849,0,0,37,1,11
848,849,0,0,37,1,12
848,849,0,0,37,1,2
848,849,0,0,37,1,3
848,849,0,0,37,1,4
848,849,0,0,37,1,5
848,849,0,0,37,1,6
848,849,0,0,37,1,7
848,849,0,0,37,1,8
848,849,0,0,37,1,9
849,850,0,0,37,1,1
849,850,0,0,37,1,10
849,850,0,0,37,1,11
849,850,0,0,37,1,12
849,850,0,0,37,1,2
849,850,0,0,37,1,3
849,850,0,0,37,1,4
849,850,0,0,37,1,5
849,850,0,0,37,1,6
849,850,0,0,37,1,7
849,850,0,0,37,1,8
849,850,0,0,37,1,9
850,851,0,0,37,1,1
850,851,1,0,37,1,10
850,851,0,0,37,1,11
850,851,0,0,37,1,12
850,851,0,0,37,1,2
850,851,0,0,37,1,3
850,851,0,0,37,1,4
850,851,0,0,37,1,5
850,851,0,0,37,1,6
850,851,0,0,37,1,7
850,851,0,0,37,1,8
850,851,0,0,37,1,9
851,852,0,0,37,1,1
851,852,1,0,37,1,10
851,852,0,0,37,1,11
851,852,0,1,37,1,12
851,852,0,0,37,1,2
851,852,0,0,37,1,3
851,852,0,0,37,1,4
851,852,0,0,37,1,5
851,852,0,0,37,1,6
851,852,0,0,37,1,7
851,852,0,0,37,1,8
851,852,0,0,37,1,9
852,853,0,0,37,1,1
852,853,0,0,37,1,10
852,853,0,0,37,1,11
852,853,0,0,37,1,12
852,853,0,0,37,1,2
852,853,0,0,37,1,3
852,853,0,0,37,1,4
852,853,0,0,37,1,5
852,853,0,0,37,1,6
852,853,0,0,37,1,7
852,853,0,0,37,1,8
852,853,0,0,37,1,9
853,854,0,0,37,1,1
853,854,0,0,37,1,10
853,854,0,0,37,1,11
853,854,0,0,37,1,12
853,854,1,0,37,1,2
853,854,0,0,37,1,3
853,854,0,0,37,1,4
853,854,0,0,37,1,5
853,854,0,0,37,1,6
853,854,0,0,37,1,7
853,854,0,0,37,1,8
853,854,0,0,37,1,9
854,855,0,0,37,1,1
854,855,0,0,37,1,10
854,855,0,0,37,1,11
854,855,0,1,37,1,12
854,855,1,0,37,1,2
854,855,0,0,37,1,3
854,855,0,0,37,1,4
854,855,0,0,37,1,5
854,855,0,0,37,1,6
854,855,0,0,37,1,7
854,855,0,0,37,1,8
854,855,0,0,37,1,9
855,856,0,0,37,1,1
855,856,0,0,37,1,10
855,856,0,0,37,1,11
855,856,0,1,37,1,12
855,856,1,0,37,1,2
855,856,0,0,37,1,3
855,856,0,0,37,1,4
855,856,0,0,37,1,5
855,856,0,0,37,1,6
855,856,0,0,37,1,7
855,856,0,0,37,1,8
855,856,0,0,37,1,9
856,857,0,0,37,1,1
856,857,0,0,37,1,10
856,857,0,0,37,1,11
856,857,0,1,37,1,12
856,857,1,0,37,1,2
856,857,0,0,37,1,3
856,857,0,0,37,1,4
856,857,0,0,37,1,5
856,857,0,0,37,1,6
856,857,0,0,37,1,7
856,857,0,0,37,1,8
856,857,0,0,37,1,9
857,858,0,0,37,1,1
857,858,0,0,37,1,10
857,858,0,0,37,1,11
857,858,0,0,37,1,12
857,858,1,0,37,1,2
857,858,0,0,37,1,3
857,858,0,0,37,1,4
857,858,0,0,37,1,5
857,858,0,0,37,1,6
857,858,0,0,37,1,7
857,858,0,0,37,1,8
857,858,0,0,37,1,9
858,859,0,0,37,1,1
858,859,0,0,37,1,10
858,859,0,0,37,1,11
858,859,1,0,37,1,12
858,859,1,0,37,1,2
858,859,0,0,37,1,3
858,859,0,0,37,1,4
858,859,0,0,37,1,5
858,859,0,0,37,1,6
858,859,0,0,37,1,7
858,859,0,0,37,1,8
858,859,0,0,37,1,9
859,860,0,0,37,1,1
859,860,0,0,37,1,10
859,860,0,0,37,1,11
859,860,1,0,37,1,12
859,860,0,0,37,1,2
859,860,0,0,37,1,3
859,860,0,0,37,1,4
859,860,0,0,37,1,5
859,860,0,0,37,1,6
859,860,0,0,37,1,7
859,860,0,0,37,1,8
859,860,0,0,37,1,9
860,861,0,0,37,1,1
860,861,0,0,37,1,10
860,861,0,0,37,1,11
860,861,0,0,37,1,12
860,861,0,0,37,1,2
860,861,0,0,37,1,3
860,861,0,0,37,1,4
860,861,0,0,37,1,5
860,861,0,0,37,1,6
860,861,0,0,37,1,7
860,861,0,0,37,1,8
860,861,0,0,37,1,9
861,862,0,0,37,1,1
861,862,0,0,37,1,10
861,862,0,0,37,1,11
861,862,0,1,37,1,12
861,862,0,0,37,1,2
861,862,0,0,37,1,3
861,862,0,0,37,1,4
861,862,0,0,37,1,5
861,862,0,0,37,1,6
861,862,0,0,37,1,7
861,862,0,0,37,1,8
861,862,0,0,37,1,9
862,863,0,0,37,1,1
862,863,0,0,37,1,10
862,863,0,0,37,1,11
862,863,1,0,37,1,12
862,863,0,0,37,1,2
862,863,0,0,37,1,3
862,863,0,0,37,1,4
862,863,0,0,37,1,5
862,863,0,0,37,1,6
862,863,0,0,37,1,7
862,863,0,0,37,1,8
862,863,0,0,37,1,9
863,864,0,0,37,1,1
863,864,0,0,37,1,10
863,864,0,0,37,1,11
863,864,1,0,37,1,12
863,864,0,0,37,1,2
863,864,0,0,37,1,3
863,864,0,0,37,1,4
863,864,0,0,37,1,5
863,864,0,0,37,1,6
863,864,0,0,37,1,7
863,864,0,0,37,1,8
863,864,0,0,37,1,9
864,865,1,0,37,1,1
864,865,0,0,37,1,10
864,865,0,0,37,1,11
864,865,1,0,37,1,12
864,865,0,0,37,1,2
864,865,0,0,37,1,3
864,865,0,0,37,1,4
864,865,0,0,37,1,5
864,865,0,0,37,1,6
864,865,0,0,37,1,7
864,865,0,0,37,1,8
864,865,0,0,37,1,9
865,866,1,1,37,1,1
865,866,0,0,37,1,10
865,866,0,0,37,1,11
865,866,1,0,37,1,12
865,866,0,0,37,1,2
865,866,0,0,37,1,3
865,866,0,0,37,1,4
865,866,0,0,37,1,5
865,866,0,0,37,1,6
865,866,0,0,37,1,7
865,866,0,0,37,1,8
865,866,0,0,37,1,9
866,867,0,1,37,1,1
866,867,0,0,37,1,10
866,867,0,0,37,1,11
866,867,1,0,37,1,12
866,867,0,0,37,1,2
866,867,0,0,37,1,3
866,867,0,0,37,1,4
866,867,0,0,37,1,5
866,867,0,0,37,1,6
866,867,0,0,37,1,7
866,867,0,0,37,1,8
866,867,0,0,37,1,9
867,868,0,0,37,1,1
